ID	TCGA-24-1105-01A	TCGA-24-1431-01A	TCGA-29-1766-01A	TCGA-23-1120-01A	TCGA-29-1776-01A	TCGA-13-0903-01A	TCGA-24-1430-01A	TCGA-24-1849-01A	TCGA-24-0982-01A	TCGA-13-1510-01A	TCGA-29-1768-01A	TCGA-04-1652-01A	TCGA-24-1417-01A	TCGA-04-1542-01A	TCGA-24-1565-01A	TCGA-20-0991-01A	TCGA-10-0927-01A	TCGA-29-1783-01A	TCGA-20-0987-01A	TCGA-24-1550-01A	TCGA-23-1024-01A	TCGA-23-1028-01A	TCGA-25-1319-01A	TCGA-13-1488-01A	TCGA-36-1580-01A	TCGA-23-1026-01B	TCGA-13-0906-01A	TCGA-24-1844-01A	TCGA-23-1109-01A	TCGA-13-1410-01A	TCGA-24-0966-01A	TCGA-24-1426-01A	TCGA-13-1501-01A	TCGA-25-1316-01A	TCGA-25-1324-01A	TCGA-24-1614-01A	TCGA-04-1530-01A	TCGA-61-1895-01A	TCGA-57-1585-01A	TCGA-24-1548-01A	TCGA-61-1730-01A	TCGA-13-0751-01A	TCGA-24-0981-01A	TCGA-23-1122-01A	TCGA-29-1778-01A	TCGA-13-0908-01B	TCGA-04-1348-01A	TCGA-61-1900-01A	TCGA-24-1567-01A	TCGA-09-1669-01A	TCGA-04-1351-01A	TCGA-24-1549-01A	TCGA-13-0755-01A	TCGA-29-1764-01A	TCGA-25-1630-01A	TCGA-24-1546-01A	TCGA-36-1570-01A	TCGA-04-1336-01A	TCGA-04-1519-01A	TCGA-23-1117-01A	TCGA-04-1342-01A	TCGA-57-1586-01A	TCGA-13-0887-01A	TCGA-13-0720-01A	TCGA-13-0901-01B	TCGA-57-1583-01A	TCGA-04-1356-01A	TCGA-24-1562-01A	TCGA-04-1349-01A	TCGA-61-1911-01A	TCGA-61-1904-01A	TCGA-25-1325-01A	TCGA-24-1103-01A	TCGA-57-1582-01A	TCGA-13-0891-01A	TCGA-04-1335-01A	TCGA-13-0916-01A	TCGA-13-1498-01A	TCGA-04-1514-01A	TCGA-29-1769-01A	TCGA-04-1343-01A	TCGA-04-1517-01A	TCGA-23-1121-01A	TCGA-61-1722-01A	TCGA-29-1781-01A	TCGA-36-1577-01A	TCGA-29-1701-01A	TCGA-57-1584-01A	TCGA-24-1424-01A	TCGA-24-0968-01A	TCGA-29-1691-01A	TCGA-24-1470-01A	TCGA-24-1563-01A	TCGA-13-0924-01A	TCGA-13-1506-01A	TCGA-10-0931-01A	TCGA-29-1702-01A	TCGA-13-0797-01A	TCGA-04-1365-01A	TCGA-04-1536-01A	TCGA-61-1914-01A	TCGA-25-1320-01A	TCGA-13-1494-01A	TCGA-13-1511-01A	TCGA-10-0928-01A	TCGA-24-1428-01A	TCGA-13-1403-01A	TCGA-29-1711-01A	TCGA-24-1845-01A	TCGA-09-1673-01A	TCGA-13-1500-01A	TCGA-61-1725-01A	TCGA-04-1362-01A	TCGA-04-1525-01A	TCGA-13-1489-01A	TCGA-10-0926-01A	TCGA-13-1483-01A	TCGA-24-1413-01A	TCGA-13-1409-01A	TCGA-24-1846-01A	TCGA-04-1332-01A	TCGA-25-1321-01A	TCGA-13-1509-01A	TCGA-24-1436-01A	TCGA-36-1568-01A	TCGA-13-0923-01A	TCGA-09-1675-01B	TCGA-13-0884-01B	TCGA-29-1771-01A	TCGA-09-1666-01A	TCGA-13-1499-01A	TCGA-13-1405-01A	TCGA-29-1777-01A	TCGA-61-1733-01A	TCGA-13-0883-01A	TCGA-24-1555-01A	TCGA-13-1477-01A	TCGA-24-1545-01A	TCGA-20-1683-01A	TCGA-24-1423-01A	TCGA-24-1425-01A	TCGA-04-1360-01A	TCGA-23-1110-01A	TCGA-13-0807-01B	TCGA-23-1124-01A	TCGA-29-1774-01A	TCGA-24-1422-01A	TCGA-24-1556-01A	TCGA-13-0766-01A	TCGA-24-1551-01A	TCGA-04-1638-01A	TCGA-29-1784-01A	TCGA-10-0933-01A	TCGA-29-1698-01A	TCGA-13-1495-01A	TCGA-24-1850-01A	TCGA-04-1350-01A	TCGA-24-1560-01A	TCGA-25-1315-01A	TCGA-24-0980-01A	TCGA-13-1411-01A	TCGA-61-1910-01A	TCGA-13-0893-01B	TCGA-20-1682-01A	TCGA-13-1482-01A	TCGA-25-1323-01A	TCGA-01-0639-11A	TCGA-09-1659-01B	TCGA-24-1604-01A	TCGA-13-0890-01A	TCGA-25-1318-01A	TCGA-24-1427-01A	TCGA-24-1464-01A	TCGA-36-1581-01A	TCGA-04-1347-01A	TCGA-13-1487-01A	TCGA-10-0938-01A	TCGA-24-1616-01A	TCGA-24-0979-01A	TCGA-29-1699-01A	TCGA-25-1623-01A	TCGA-23-1116-01A	TCGA-23-1021-01B	TCGA-29-1697-01A	TCGA-23-1027-01A	TCGA-61-1901-01A	TCGA-29-1775-01A	TCGA-13-0897-01A	TCGA-13-1407-01A	TCGA-25-1317-01A	TCGA-20-0996-01A	TCGA-24-1434-01A	TCGA-29-1710-01A	TCGA-10-0935-01A	TCGA-01-0642-11A	TCGA-23-1030-01A	TCGA-09-1661-01B	TCGA-04-1341-01A	TCGA-24-1418-01A	TCGA-61-1899-01A	TCGA-24-1544-01A	TCGA-10-0936-01A	TCGA-04-1357-01A	TCGA-29-1785-01A	TCGA-24-1553-01A	TCGA-29-1696-01A	TCGA-29-1690-01A	TCGA-23-1118-01A	TCGA-13-0799-01A	TCGA-24-1603-01A	TCGA-25-1326-01A	TCGA-04-1367-01A	TCGA-36-1574-01A	TCGA-61-1741-01A	TCGA-25-1625-01A	TCGA-61-1738-01A	TCGA-10-0934-01A	TCGA-13-0899-01A	TCGA-09-1672-01A	TCGA-13-1497-01A	TCGA-24-1471-01A	TCGA-13-1496-01A	TCGA-25-1627-01A	TCGA-61-1737-01A	TCGA-29-1705-01A	TCGA-36-1569-01A	TCGA-13-0912-01A	TCGA-24-1466-01A	TCGA-24-1557-01A	TCGA-23-1123-01A	TCGA-29-1761-01A	TCGA-23-1031-01A	TCGA-13-1481-01A	TCGA-24-1474-01A	TCGA-13-0904-01A	TCGA-25-1322-01A	TCGA-29-1762-01A	TCGA-29-1763-01A	TCGA-23-1023-01A	TCGA-61-1727-01A	TCGA-25-1626-01A	TCGA-01-0628-11A	TCGA-04-1646-01A	TCGA-10-0937-01A	TCGA-29-1770-01A	TCGA-24-1419-01A	TCGA-04-1331-01A	TCGA-13-0905-01B	TCGA-29-1693-01A	TCGA-25-1633-01A	TCGA-20-1687-01A	TCGA-29-1688-01A	TCGA-25-1312-01A	TCGA-29-1694-01A	TCGA-24-1435-01A	TCGA-13-0911-01A	TCGA-61-1740-01A	TCGA-13-0919-01A	TCGA-04-1648-01A	TCGA-13-0889-01A	TCGA-04-1649-01A	TCGA-24-1463-01A	TCGA-23-1113-01A	TCGA-13-1408-01A	TCGA-13-1491-01A	TCGA-25-1329-01A	TCGA-13-1512-01A	TCGA-09-1670-01A	TCGA-61-1907-01A	TCGA-61-1903-01A	TCGA-13-0921-01A	TCGA-24-1469-01A	TCGA-30-1718-01A	TCGA-20-1686-01A	TCGA-09-1664-01A	TCGA-20-1685-01A	TCGA-36-1575-01A	TCGA-13-0885-01A	TCGA-25-1635-01A	TCGA-09-1674-01A	TCGA-13-0920-01A	TCGA-23-1809-01A	TCGA-24-1467-01A	TCGA-20-0990-01A	TCGA-30-1855-01A	TCGA-25-1314-01A	TCGA-13-1412-01A	TCGA-30-1856-01A	TCGA-24-0970-01B	TCGA-13-0910-01A	TCGA-04-1338-01A	TCGA-23-1114-01B	TCGA-23-1022-01A	TCGA-13-1484-01A	TCGA-13-1404-01A	TCGA-24-1558-01A	TCGA-13-0894-01B	TCGA-13-1492-01A	TCGA-25-1628-01A	TCGA-04-1651-01A	TCGA-04-1346-01A	TCGA-23-1029-01B	TCGA-61-1906-01A	TCGA-30-1857-01A	TCGA-04-1371-01A	TCGA-24-1564-01A	TCGA-04-1337-01A	TCGA-25-1634-01A	TCGA-13-1485-01A	TCGA-25-1632-01A	TCGA-10-0930-01A	TCGA-24-1416-01A	TCGA-30-1714-01A	TCGA-13-0886-01A	TCGA-25-1631-01A	TCGA-09-1662-01A	TCGA-23-1032-01A	TCGA-13-1504-01A	TCGA-13-0888-01A	TCGA-61-1913-01A	TCGA-36-1571-01A	TCGA-36-1578-01A	TCGA-24-1843-01A	TCGA-04-1655-01A	TCGA-29-1695-01A	TCGA-13-1507-01A	TCGA-23-1119-01A	TCGA-04-1361-01A	TCGA-23-1111-01A	TCGA-24-1847-01A	TCGA-36-1576-01A	TCGA-20-1684-01A	TCGA-13-0913-01A	TCGA-09-1667-01C	TCGA-04-1364-01A	TCGA-13-0900-01B	TCGA-24-1104-01A	TCGA-13-1505-01A	TCGA-13-0765-01A	TCGA-25-1313-01A	TCGA-24-1842-01A	TCGA-23-1107-01A	TCGA-61-1915-01A	TCGA-29-1703-01A	TCGA-09-1668-01B	TCGA-09-1665-01B	TCGA-25-1328-01A	TCGA-24-1552-01A	TCGA-29-1707-01A	TCGA-01-0636-11A	TCGA-01-0633-11A	TCGA-13-0801-01A	TCGA-09-0364-01A	TCGA-13-0792-01A	TCGA-13-0800-01A	TCGA-13-0724-01A	TCGA-01-0637-11A	TCGA-13-0768-01A	TCGA-13-0726-01A	TCGA-09-0366-01A	TCGA-13-0758-01A	TCGA-13-0805-01A	TCGA-13-0757-01A	TCGA-01-0631-11A	TCGA-13-0730-01A	TCGA-13-0764-01A	TCGA-09-0369-01A	TCGA-13-0761-01A	TCGA-13-0762-01A	TCGA-13-0717-01A	TCGA-09-0365-01A	TCGA-13-0804-01A	TCGA-13-0725-01A	TCGA-13-0723-01A	TCGA-13-0795-01A	TCGA-13-0803-01A	TCGA-13-0794-01A	TCGA-09-0367-01A	TCGA-13-0714-01A	TCGA-13-0727-01A	TCGA-13-0802-01A	TCGA-13-0791-01A	TCGA-01-0630-11A	TCGA-13-0760-01A	TCGA-13-0793-01A
hsa-mir-99a*	0.268111	0.18622	0.261073	0.43074	0.267342	0.247771	0.103251	0.2211	0.199716	0.173359	0.261228	0.601408	0.534707	0.100336	-0.033967	-0.036989	0.426378	0.399959	0.065124	-0.09914	0.213458	0.537298	0.414454	0.052637	0.148234	0.143273	0.051589	0.128384	0.198063	0.088072	0.276126	0.042344	0.116814	0.343418	0.177528	0.272548	-0.087316	0.230723	0.315557	0.105448	0.129099	0.31003726	-0.105973	0.352468	0.891325	0.010853	0.096073	0.225485	0.003976	0.183861	0.013356	0.0435	0.40019172	0.41406	0.078239	0.0309	0.20457	0.520238	0.219574	0.107718	0.09478	0.276117	-0.079597	0.23866972	0.08758	0.373019	0.002334	0.166877	0.041688	0.314487	0.194493	0.265023	-0.00882	0.105054	0.333009	0.112381	0.92967	0.227544	-0.167383	0.154369	0.19287	0.419222	0.133048	0.231036	0.184662	0.018712	0.134786	0.006785	0.186263	0.234016	0.15125	0.344843	0.137455	0.221671	0.057598	0.071158	0.274508	0.13766605	0.073589	3.014463	0.11826	0.151086	-0.050759	0.119899	0.195179	0.19448	0.151831	0.108501	0.190327	0.392569	0.49696	0.230936	0.042428	0.230144	0.342536	0.166976	-0.014468	0.142079	0.718882	0.054123	0.582564	0.149919	0.864012	0.217702	0.034128	0.297735	0.310012	0.670804	0.241571	0.389044	0.294346	0.145391	0.338451	0.275553	0.406345	0.26556	-0.020412	0.176111	0.180894	0.0929	0.019398	0.149738	0.476211	0.29584	-0.024271	0.027043	0.005276	0.37632	0.036642484	0.336326	0.180899	0.22412	0.009237	0.221566	0.203167	0.090695	0.459431	0.083223	0.149288	-0.122914	0.087233	0.257177	0.384339	0.188067	0.016834	0.273245	0.48886305	0.131014	0.086037	0.172235	0.239327	0.29899	-0.00897	0.111209	0.056709	0.282144	-0.084505	0.039801	0.214702	0.540542	-0.029055	0.054627	0.119248	0.231137	-0.078388	0.13435	0.263008	0.383374	0.648932	0.268014	0.127047	-0.00794	0.245899	0.593456	0.46227	0.427297	-0.046736	-0.007544	0.110044	0.159564	0.405523	-0.09857	0.257519	0.094911	0.295255	0.135392	0.18211	-0.048998	1.0984216	0.269277	0.052243	0.12783	-0.025962	0.391364	0.150783	0.28753	-0.104082	0.074839	0.194896	0.354788	0.361181	0.190386	0.074005	0.32886	0.124043	0.068325	-0.00494	0.285404	0.138505	0.308289	0.220603	0.045329	0.193432	1.066204	1.066432	0.474805	0.271739	0.198203	0.306137	0.279833	0.076627	-0.09518276	0.137522	0.511632	0.179157	0.022459	0.152652	0.565344	0.166603	-0.056887	0.340249	0.326697	0.493347	0.2408	0.46969	-0.035587	0.049086	0.026503	0.101609	0.327113	0.215673	-0.038938	0.265645	0.190255	0.390418	0.122804	0.091248	0.217471	0.093643	0.06484	0.031567	-0.033248	0.21541	0.285661	0.021198	0.290668	0.009565	-0.032197	0.037134	0.212386	0.034396	0.238621	0.115534	0.683631	0.221611	0.188045	0.040609	0.145515	0.003783	0.446755	-0.042096	0.239293	0.303965	0.184072	0.027859	0.48028	0.089754	0.154725	0.273724	0.034173	0.270014	0.288676	0.361189	0.047872	0.128834	-0.140067	0.271612	0.082409	-0.014714	0.026288	-0.085504	0.330579	0.233064	0.182961	0.084529	0.012258	0.03036	0.46742	0.274129	0.138693	0.031018	0.984697	0.108363	0.27341	0.146948	-0.008785	-0.01576	0.40416	0.331882	0.124374	0.144873	0.369781	0.101594	0.252419	-0.009262	0.009467	0.253135	0.536374	0.068054445	0.100331	0.316145	0.268917	0.503827	0.026552	-0.025751	0.011491	0.425358	0.39362	0.602827	0.3869802	0.15369815	0.31692943	0.21695381	0.12173826	-0.034252416	0.08957596	0.14422736	0.04780514	-0.09478132	0.20496371	-0.19349112	-0.21318118	0.036135495	0.03831183	0.28089043	1.1591693	0.15645884	-0.016855188	0.39459503	0.26537636	0.8703269	-0.077425025	0.10490146	-0.19039868	0.7435267	0.13466282	-0.16050361	0.6240301	-0.03393098	0.3963096	0.43190116	0.11967501	0.20627955	-0.15788928	0.15495472
hcmv-mir-ul70-5p	0.054861	0.076461	-0.0151	0.070675	0.048861	0.038658	0.076924	0.064738	0.12935	0.048104	0.063019	0.051208	0.02107	0.249847	0.22215	0.086756	0.111518	0.055399	0.066773	0.226282	0.061361	0.042832	0.032912	0.05569	0.35536	0.040261	0.018952	-0.014156	0.089488	0.012659	0.042389	0.06788	0.040732	0.060459	0.046285	0.210244	7.459123	0.068532	0.350935	0.378434	0.023832	0.005564901	0.052089	0.108346	0.072653	0.066802	0.017829	0.011596	0.34253	0.380799	0.027182	0.216731	-0.016398082	0.132607	0.358153	0.405056	0.38509	0.044584	0.364258	0.047269	0.034737	0.045275	0.017914	0.09241718	0.024544	0.372928	0.061803	0.240944	0.046038	0.217246	0.042037	0.071596	0.033438	0.316697	0.007149	0.050702	0.031453	0.085942	0.20332	0.023159	0.055309	0.322041	0.068959	0.019233	0.081814	0.334969	0.011692	0.319952	0.021026	0.054991	0.021381	0.233084	0.199259	0.037395	0.064647	0.073665	0.074013	0.010030108	-0.002214	0.451942	0.061939	0.036093	0.108588	0.122123	0.054033	0.058552	0.002448	0.005955	0.028453	0.032324	0.068427	0.087672	0.058853	0.458726	0.051926	0.022083	0.093391	0.048963	0.070201	0.031998	0.056851	0.058032	0.068822	0.053199	0.425118	0.053506	0.024211	0.108367	0.016688	0.354359	0.018768	0.107471	0.046153	0.281163	0.054002	0.239928	0.094148	0.37021	0.224504	0.049134	0.214902	0.031599	0.020231	0.044527	0.057822	0.002709	0.040465	0.354757	0.02062929	0.240798	0.095993	0.008664	0.034829	0.039297	0.057494	0.024775	0.136511	0.355332	0.090874	0.19794	0.060175	0.100387	0.052954	0.036062	0.135513	0.018295	0.003608288	0.384865	0.207969	0.063342	0.042758	0.045189	0.075909	0.339217	0.040365	0.091211	0.025134	0.272039	0.069296	-0.012377	0.361918	0.081521	0.080045	0.013064	0.122347	0.037503	-0.028589	0.028694	0.059506	0.053396	0.153758	0.051094	0.031937	0.055879	0.00224512	0.069662	0.341858	0.088349	0.092521	0.071566	0.360517	0.024874	-0.001651	0.012821	0.223624	-0.021932	0.038276	0.075143	0.006457637	0.233746	0.050332	0.087597	0.400507	0.039004	0.325983	0.046824	0.053298	0.067585	0.034738	0.034057	0.223292	0.076884	0.373077	0.055998	0.002987	0.368133	0.010714	0.063173	0.33408	0.038046	0.110345	0.04529	0.037411	0.2272	0.07728	0.080445	0.002688	-0.009876	0.058209	0.056797	0.368866	0.12167847	-0.015786	0.045347	-0.010263	0.070814	0.077194	0.05562	0.130655	0.409744	0.04692	-0.006487	0.067846	0.033733	0.059905	0.069964	-0.019644	0.034296	0.049089	0.006974	-0.01506	0.046263	0.066519	0.045588	0.07545	0.040424	0.09813	0.077771	0.023969	-0.007123	0.150273	0.229451	0.018425	0.041289	0.020264	0.013579	0.332027	0.042424	0.38105	0.065569	0.084697	0.038746	0.060614	0.123181	0.030015	0.05951	0.060335	-0.003507	0.044963	0.020573	0.035713	0.043143	0.105688	0.296683	0.05339	0.377433	0.048324	0.059509	0.389521	-0.001241	0.080976	0.016169	0.439518	0.016636	0.015608	0.284375	0.075633	0.362053	0.067946	0.308312	0.106003	0.482437	-0.004042	0.021008	0.349681	0.329098	0.073549	0.13849	0.032328	0.040764	0.332678	0.378577	0.03941	0.041744	0.027211	0.104713	0.024684	0.081807	0.016903	0.06145	0.359117	0.014249	0.048892	0.334824	0.007186	0.089597	0.060051	0.040781	0.022710836	0.054182	0.059264	0.077131	0.045926	-0.008868	0.340682	0.342392	0.022347	0.33133	0.013738	-0.03063512	0.05232524	0.053415228	0.01413009	-0.005584402	0.014231164	0.03758742	0.082502306	0.022364425	0.006847249	0.031249668	0.05086593	0.015766973	0.010646469	0.10438039	-0.001634982	0.09953931	-0.013876678	0.001231743	0.00161794	0.007624667	0.044955466	0.002676644	-0.009835606	0.045595832	0.005607001	0.023887455	0.001287716	0.003337822	-0.010241495	-0.026139172	-0.03382891	5.93746E-4	-0.041353695	1.6933059	-0.0376516
hsa-mir-142-5p	1.871297	-0.846071	0.567854	1.741539	0.592348	0.035777	0.467276	2.345442	-0.092717	0.919246	2.325026	-0.508378	1.987707	-1.756913	1.837191	3.533112	-1.241607	0.767755	3.785752	0.574168	0.352405	2.063209	0.211337	0.221806	2.117852	1.043549	0.398722	-1.351056	0.061583	1.816307	-0.317502	-0.522126	0.905061	0.564358	1.379606	0.930084	-0.143762	2.255063	2.323362	1.013355	-0.731285	-0.79365283	-0.005384	0.998387	0.953787	0.966749	1.687381	-1.137051	-0.698644	0.498354	-1.001295	1.422391	-0.03426464	0.803723	2.217643	1.451998	-0.060525	0.335144	-0.200269	2.289504	-0.274321	-0.327188	-0.004381	-0.1336426	-0.200709	-0.071904	0.191597	1.234208	1.239615	2.481457	0.293978	1.069039	-0.527206	1.305422	-0.586469	-0.649709	0.127624	1.731492	-1.100881	0.790611	0.335977	0.062631	-1.138382	1.192488	1.747237	-0.42012	-1.649958	-1.364703	-0.040886	2.510536	1.173655	1.826171	0.964184	1.750759	1.071915	-0.197937	-0.504198	0.5923792	1.722476	-1.158252	0.316561	-0.288551	0.85124	-0.348175	-1.371109	1.541788	-0.743394	1.928009	0.225961	-0.479932	2.736673	0.821807	-0.611937	0.949117	-0.934909	-0.272543	0.142142	-0.207001	-1.076568	0.43341	-1.199501	-0.10768	1.329705	1.230353	1.051059	0.612608	-0.554183	2.492783	0.0796	0.959196	-0.385889	1.48872	0.59943	0.130569	0.625574	-0.183078	-0.664063	2.587118	-0.246843	0.729215	0.832244	-0.727494	-2.042044	0.346395	1.18837	-1.564261	0.824707	1.524318	1.1706792	2.164994	-0.049437	1.350903	-1.414623	1.092318	0.644892	0.700468	-1.822159	-0.3233	-1.841867	2.357273	2.5372	-0.397409	1.234735	1.364304	-1.539615	-0.812695	0.50601953	-0.127381	0.889952	1.195132	0.253118	2.172627	1.161437	2.48196	0.011593	-1.157576	-1.345814	-0.063721	-0.065687	1.685208	2.3604	2.128108	0.005606	-1.02731	1.367635	0.102735	-0.873193	0.633529	-0.562551	-0.531982	0.983403	0.909517	2.828939	-0.855117	1.6263995	1.110791	-0.429645	-0.954324	-1.823356	-0.225423	0.093192	0.501732	2.339062	1.556584	2.467537	1.327601	0.312705	0.74158	-0.11408964	0.556922	1.036258	-0.623463	1.667218	0.980258	0.65918	0.728854	-1.766003	-0.134446	-0.185445	0.423454	1.095191	0.214638	0.72751	-0.084303	0.531263	2.501915	-1.018013	1.296893	0.378868	1.763353	0.270487	-0.524546	3.131029	0.573414	0.607752	-0.496876	-1.152947	-0.637471	1.87641	2.696131	2.07123	-2.0741777	-0.418592	1.01582	-0.022754	1.255558	-0.734569	0.46371	-0.103042	2.934838	1.483631	1.307707	-0.35078	0.423222	0.382324	1.53916	1.881415	0.600808	0.818634	1.952931	0.476931	0.444494	-1.33958	0.354317	0.29744	0.745662	0.887271	1.252173	1.840849	1.734926	0.300289	0.429626	0.770981	-0.411251	-1.152379	0.622331	-0.734929	2.65992	2.267213	-1.569442	-1.384199	-1.131834	-0.511239	0.511343	1.946557	0.549303	2.00251	2.886651	0.58546	1.577396	0.616608	-1.241945	-0.84538	1.993573	1.03065	0.037607	0.980049	-0.635308	3.243851	-0.369398	2.71468	-1.045725	0.015425	0.923717	-2.028308	1.941637	-0.589485	-0.862955	-0.865015	-0.82785	0.935413	0.342963	-0.53838	1.533639	-0.040989	1.737612	1.023092	1.508623	-1.989127	1.980672	-0.55946	1.475917	1.134582	-1.299462	-0.435811	0.218232	0.727398	-0.179576	-0.954767	1.745489	2.315697	-0.99042	-1.373368	1.901573	-1.417989	0.913471	1.63572	1.20391	1.2671388	-0.340036	1.891469	-1.116476	1.495116	-0.254441	1.87301	0.840208	0.796492	-0.768612	1.277738	0.9012389	2.574865	1.7193499	-2.4589765	0.3603256	-1.9252155	0.24720973	2.0663815	2.5014715	1.4009066	0.8559988	0.3395932	0.9827753	-0.024359575	0.06769444	-0.6176931	1.4828799	-1.305394	0.8476708	0.046684638	-0.6381716	-1.81534	0.15096393	0.6385851	1.9073677	2.208418	0.72177047	-1.4489112	-0.25889698	1.5927409	0.07502714	-1.6919649	0.23910426	1.9003987	1.1981752	1.1404235
hsa-mir-526b*	-0.002795	-0.015491	-0.092597	-0.065356	-0.055789	-0.078602	0.008686	-0.04237	-0.060316	-0.045021	0.081632	3.83E-4	-0.048071	0.027769	0.06744	-0.026473	-0.09232	-0.142193	-0.009922	-0.006835	-0.033057	0.04335	0.085362	0.027861	-0.043552	-0.082066	-0.013901	-0.08369	-0.052822	-0.108264	-0.046762	-0.054672	0.023547	0.022374	-0.09813	-0.03623	0.039723	0.008161	-0.073027	-0.139512	-0.113731	-0.038890403	-0.04759	-0.035828	-0.136119	-0.087384	-0.090214	-0.118028	-0.142087	-0.147256	-0.11119	0.032468	-0.052428506	-0.104063	-0.101713	-0.120276	-0.150761	-0.018538	-0.108085	-0.024647	-0.018812	-0.158435	-0.021159	0.056514513	-0.057868	-0.102118	-0.043005	3.51E-4	-0.051459	0.040781	-0.10756	-0.029815	-0.065831	-0.025548	0.028108	-0.070508	0.036922	-0.021166	-0.066807	0.029717	0.077623	-0.056114	-0.032667	-0.095565	0.009082	-0.162978	-0.157209	-0.068113	-0.102118	0.004804	-0.044432	-0.040107	-0.009747	-0.045571	0.011746	-0.036715	-0.128213	0.025154242	-0.062082	4.717386	-0.045974	-0.064109	0.064719	0.062924	-0.020396	-0.005723	-0.11703	-0.16679	-0.035226	-0.060523	-0.054868	-0.159447	-0.121091	-0.163142	-0.006637	-0.0138	0.015128	-0.049534	-0.096154	-0.13491	0.028452	-0.068585	-0.002852	-0.014109	-0.051124	-0.034477	0.031063	0.049184	-0.078255	-0.1427	0.002112	0.031341	-0.128924	-0.079999	-0.06346	0.003545	-0.05424	-0.061408	0.086591	-0.033488	0.003011	-0.024941	-0.086958	-0.027459	-0.060995	-0.047925	-0.079781	-0.12272	0.052183278	0.006529	-0.030952	-0.11394	-0.034036	-0.11558	-0.008805	-0.079834	-0.009992	-0.138975	0.114462	-0.056028	-0.054324	-0.048994	-0.063828	-0.147421	0.073854	-0.045254	-0.021502035	-0.120188	-0.006929	0.114953	-0.021814	-0.053173	0.052618	-0.03985	-0.040594	0.031397	-0.071185	-6.97E-4	-0.007392	-0.140316	-0.079873	-0.041879	-0.053127	-0.072854	0.102053	-0.080596	0.027927	-0.030379	-0.027986	-0.119627	0.244662	-0.048579	-0.126215	-0.05302	-0.04198668	-0.054379	-0.103345	0.035672	-0.091998	-0.126052	-0.108488	-0.033107	-0.034518	-0.10153	-0.021252	-0.082998	-0.032066	0.038301	-0.044458777	0.012301	0.018899	-0.052041	0.021858	-0.129905	-0.052845	-0.112498	-0.017578	-0.053116	-0.062965	-0.018723	-0.026707	0.007191	-0.066336	-0.055185	-0.107041	-0.004239	-0.07612	-0.078741	-0.119477	-0.034067	0.039432	5.21E-4	-0.017096	0.034774	0.021128	-0.083507	-0.111008	-0.146603	0.006383	-0.047549	-0.047916	-0.037940633	-0.012347	-0.034327	-0.08678	-0.062296	-0.016603	-0.010511	-0.200308	-0.092154	-0.052807	-0.146253	-0.091037	-0.125625	0.007775	-0.046885	-0.100666	0.013507	-0.077738	-0.032127	0.075528	0.01434	-0.021357	-0.080446	0.028331	-0.058849	-0.041628	-0.046636	-0.092303	-0.054221	0.299621	-0.01413	-0.103218	-0.109135	-0.113504	-0.12718	-0.159176	0.010229	-0.067875	-0.152275	-0.029463	-0.127977	-0.056864	0.044653	-0.020779	-0.079706	-0.013031	-0.074082	-0.02718	0.00802	-0.002676	3.929422	-0.040852	0.055848	0.019351	-0.139292	-0.042567	-0.03299	-0.080217	-0.066705	-0.056604	-0.054049	0.075985	-0.046592	-0.047271	0.053457	0.017376	-0.049425	0.081735	-0.104606	-0.029069	0.027798	-0.143307	-0.037858	-0.049359	0.988621	0.002017	-0.023881	-0.062273	-0.059497	-0.053685	-0.048312	-0.03471	-0.13382	-0.125521	-0.025582	-0.074281	-0.030741	0.014084	-0.127174	-0.095509	-0.136501	-0.030587	-0.051107	-0.057443	-0.087201	0.011547	-0.044736	0.02383178	-0.094254	0.043135	0.050446	0.053126	0.069962	-0.102268	-0.126135	0.053342	0.564622	-0.0803	0.034183905	0.08150033	0.009920932	-0.03727389	-0.028804261	0.010923325	-0.026009189	0.023863876	0.034848515	-0.053248808	-0.00356347	-0.044761226	0.008412231	-0.024767915	0.058159027	0.03393792	-0.02120919	0.002800839	-0.06552129	-0.034168053	0.017138928	0.016519655	-0.07070828	-0.04749928	0.05622895	0.03258603	0.018314635	-0.061565667	-0.0493597	-0.022930242	-0.05327316	-0.032049492	-0.05010401	0.029817836	0.006585227	-0.01890254
